deckid,update_date,hero,is_wild,is_standard,code
3,2018-08-14,paladin,True,False,1679
3,2018-08-14,paladin,True,False,1715
3,2018-08-14,paladin,True,False,150
3,2018-08-14,paladin,True,False,1967
3,2018-08-14,paladin,True,False,1724
3,2018-08-14,paladin,True,False,2435
3,2018-08-14,paladin,True,False,1366
3,2018-08-14,paladin,True,False,1301
4,2018-08-14,warlock,True,False,503
4,2018-08-14,warlock,True,False,503
4,2018-08-14,warlock,True,False,2472
4,2018-08-14,warlock,True,False,2472
4,2018-08-14,warlock,True,False,1675
4,2018-08-14,warlock,True,False,1675
4,2018-08-14,warlock,True,False,1520
4,2018-08-14,warlock,True,False,933
4,2018-08-14,warlock,True,False,933
4,2018-08-14,warlock,True,False,500
4,2018-08-14,warlock,True,False,500
4,2018-08-14,warlock,True,False,1712
4,2018-08-14,warlock,True,False,1712
4,2018-08-14,warlock,True,False,549
4,2018-08-14,warlock,True,False,549
4,2018-08-14,warlock,True,False,819
4,2018-08-14,warlock,True,False,1096
4,2018-08-14,warlock,True,False,2488
4,2018-08-14,warlock,True,False,2471
4,2018-08-14,warlock,True,False,2471
4,2018-08-14,warlock,True,False,1072
4,2018-08-14,warlock,True,False,1690
4,2018-08-14,warlock,True,False,1690
4,2018-08-14,warlock,True,False,1780
4,2018-08-14,warlock,True,False,1780
4,2018-08-14,warlock,True,False,29
4,2018-08-14,warlock,True,False,29
4,2018-08-14,warlock,True,False,1295
4,2018-08-14,warlock,True,False,1295
5,2018-08-14,mage,True,False,957
5,2018-08-14,mage,True,False,957
5,2018-08-14,mage,True,False,2075
5,2018-08-14,mage,True,False,2075
5,2018-08-14,mage,True,False,1570
5,2018-08-14,mage,True,False,1570
5,2018-08-14,mage,True,False,1112
5,2018-08-14,mage,True,False,1589
5,2018-08-14,mage,True,False,1589
5,2018-08-14,mage,True,False,1673
5,2018-08-14,mage,True,False,115
5,2018-08-14,mage,True,False,115
5,2018-08-14,mage,True,False,1928
5,2018-08-14,mage,True,False,1928
5,2018-08-14,mage,True,False,966
5,2018-08-14,mage,True,False,552
5,2018-08-14,mage,True,False,552
5,2018-08-14,mage,True,False,1352
5,2018-08-14,mage,True,False,1008
5,2018-08-14,mage,True,False,2140
5,2018-08-14,mage,True,False,2140
5,2018-08-14,mage,True,False,1372
5,2018-08-14,mage,True,False,1401
5,2018-08-14,mage,True,False,1837
5,2018-08-14,mage,True,False,1837
5,2018-08-14,mage,True,False,2064
5,2018-08-14,mage,True,False,2064
5,2018-08-14,mage,True,False,1873
5,2018-08-14,mage,True,False,1873
6,2018-08-14,priest,True,False,2409
6,2018-08-14,priest,True,False,2011
6,2018-08-14,priest,True,False,2455
6,2018-08-14,priest,True,False,2455
6,2018-08-14,priest,True,False,2223
6,2018-08-14,priest,True,False,2223
6,2018-08-14,priest,True,False,2307
6,2018-08-14,priest,True,False,2307
6,2018-08-14,priest,True,False,779
6,2018-08-14,priest,True,False,779
6,2018-08-14,priest,True,False,1312
6,2018-08-14,priest,True,False,1312
6,2018-08-14,priest,True,False,1205
6,2018-08-14,priest,True,False,1205
6,2018-08-14,priest,True,False,990
6,2018-08-14,priest,True,False,990
6,2018-08-14,priest,True,False,689
6,2018-08-14,priest,True,False,689
6,2018-08-14,priest,True,False,1603
6,2018-08-14,priest,True,False,1603
6,2018-08-14,priest,True,False,1039
6,2018-08-14,priest,True,False,1039
6,2018-08-14,priest,True,False,1725
6,2018-08-14,priest,True,False,1725
6,2018-08-14,priest,True,False,973
6,2018-08-14,priest,True,False,973
6,2018-08-14,priest,True,False,1607
6,2018-08-14,priest,True,False,1539
6,2018-08-14,priest,True,False,1539
7,2018-08-14,paladin,True,False,2431
7,2018-08-14,paladin,True,False,1304
7,2018-08-14,paladin,True,False,1304
7,2018-08-14,paladin,True,False,2564
7,2018-08-14,paladin,True,False,2564
7,2018-08-14,paladin,True,False,1870
7,2018-08-14,paladin,True,False,1870
7,2018-08-14,paladin,True,False,2603
7,2018-08-14,paladin,True,False,2603
7,2018-08-14,paladin,True,False,1318
7,2018-08-14,paladin,True,False,1318
7,2018-08-14,paladin,True,False,549
7,2018-08-14,paladin,True,False,549
7,2018-08-14,paladin,True,False,37
7,2018-08-14,paladin,True,False,1205
7,2018-08-14,paladin,True,False,689
7,2018-08-14,paladin,True,False,689
7,2018-08-14,paladin,True,False,692
7,2018-08-14,paladin,True,False,1838
7,2018-08-14,paladin,True,False,320
7,2018-08-14,paladin,True,False,320
7,2018-08-14,paladin,True,False,1039
7,2018-08-14,paladin,True,False,1039
7,2018-08-14,paladin,True,False,582
7,2018-08-14,paladin,True,False,582
7,2018-08-14,paladin,True,False,1679
7,2018-08-14,paladin,True,False,1679
7,2018-08-14,paladin,True,False,1724
7,2018-08-14,paladin,True,False,1724
8,2018-08-14,priest,True,False,2512
8,2018-08-14,priest,True,False,2512
8,2018-08-14,priest,True,False,2455
8,2018-08-14,priest,True,False,2455
8,2018-08-14,priest,True,False,2537
8,2018-08-14,priest,True,False,2307
8,2018-08-14,priest,True,False,2307
8,2018-08-14,priest,True,False,2315
8,2018-08-14,priest,True,False,2315
8,2018-08-14,priest,True,False,984
8,2018-08-14,priest,True,False,984
8,2018-08-14,priest,True,False,1856
8,2018-08-14,priest,True,False,1856
8,2018-08-14,priest,True,False,286
8,2018-08-14,priest,True,False,2209
8,2018-08-14,priest,True,False,2209
8,2018-08-14,priest,True,False,628
8,2018-08-14,priest,True,False,20
8,2018-08-14,priest,True,False,1372
8,2018-08-14,priest,True,False,1482
8,2018-08-14,priest,True,False,1482
8,2018-08-14,priest,True,False,1725
8,2018-08-14,priest,True,False,1725
8,2018-08-14,priest,True,False,1018
8,2018-08-14,priest,True,False,1018
8,2018-08-14,priest,True,False,1607
8,2018-08-14,priest,True,False,1607
8,2018-08-14,priest,True,False,1539
8,2018-08-14,priest,True,False,1539
9,2018-08-14,warlock,True,False,959
9,2018-08-14,warlock,True,False,1048
9,2018-08-14,warlock,True,False,1048
9,2018-08-14,warlock,True,False,1713
9,2018-08-14,warlock,True,False,1713
9,2018-08-14,warlock,True,False,503
9,2018-08-14,warlock,True,False,503
9,2018-08-14,warlock,True,False,575
9,2018-08-14,warlock,True,False,1520
9,2018-08-14,warlock,True,False,933
9,2018-08-14,warlock,True,False,1155
9,2018-08-14,warlock,True,False,1155
9,2018-08-14,warlock,True,False,1712
9,2018-08-14,warlock,True,False,1712
9,2018-08-14,warlock,True,False,549
9,2018-08-14,warlock,True,False,549
9,2018-08-14,warlock,True,False,1145
9,2018-08-14,warlock,True,False,1145
9,2018-08-14,warlock,True,False,2471
9,2018-08-14,warlock,True,False,2471
9,2018-08-14,warlock,True,False,1072
9,2018-08-14,warlock,True,False,1072
9,2018-08-14,warlock,True,False,1690
9,2018-08-14,warlock,True,False,1690
9,2018-08-14,warlock,True,False,1781
9,2018-08-14,warlock,True,False,1781
9,2018-08-14,warlock,True,False,380
9,2018-08-14,warlock,True,False,859
9,2018-08-14,warlock,True,False,859
10,2018-08-14,mage,True,False,3
10,2018-08-14,mage,True,False,3
10,2018-08-14,mage,True,False,1996
10,2018-08-14,mage,True,False,312
10,2018-08-14,mage,True,False,539
10,2018-08-14,mage,True,False,1570
10,2018-08-14,mage,True,False,1570
10,2018-08-14,mage,True,False,168
10,2018-08-14,mage,True,False,396
10,2018-08-14,mage,True,False,845
10,2018-08-14,mage,True,False,1246
10,2018-08-14,mage,True,False,1246
10,2018-08-14,mage,True,False,1307
10,2018-08-14,mage,True,False,1307
10,2018-08-14,mage,True,False,1008
10,2018-08-14,mage,True,False,181
10,2018-08-14,mage,True,False,181
10,2018-08-14,mage,True,False,376
10,2018-08-14,mage,True,False,376
10,2018-08-14,mage,True,False,2162
10,2018-08-14,mage,True,False,2162
10,2018-08-14,mage,True,False,1837
10,2018-08-14,mage,True,False,1837
10,2018-08-14,mage,True,False,1984
10,2018-08-14,mage,True,False,1984
10,2018-08-14,mage,True,False,1482
10,2018-08-14,mage,True,False,1482
10,2018-08-14,mage,True,False,973
10,2018-08-14,mage,True,False,973
11,2018-08-14,shaman,True,False,1706
11,2018-08-14,shaman,True,False,1706
11,2018-08-14,shaman,True,False,1769
11,2018-08-14,shaman,True,False,1693
11,2018-08-14,shaman,True,False,1693
11,2018-08-14,shaman,True,False,1701
11,2018-08-14,shaman,True,False,1680
11,2018-08-14,shaman,True,False,1680
11,2018-08-14,shaman,True,False,1796
11,2018-08-14,shaman,True,False,1796
11,2018-08-14,shaman,True,False,1798
11,2018-08-14,shaman,True,False,1675
11,2018-08-14,shaman,True,False,1675
11,2018-08-14,shaman,True,False,1668
11,2018-08-14,shaman,True,False,1795
11,2018-08-14,shaman,True,False,1795
11,2018-08-14,shaman,True,False,1673
11,2018-08-14,shaman,True,False,2503
11,2018-08-14,shaman,True,False,1671
11,2018-08-14,shaman,True,False,1758
11,2018-08-14,shaman,True,False,1797
11,2018-08-14,shaman,True,False,1610
11,2018-08-14,shaman,True,False,1644
11,2018-08-14,shaman,True,False,1644
11,2018-08-14,shaman,True,False,1658
11,2018-08-14,shaman,True,False,1658
11,2018-08-14,shaman,True,False,1781
11,2018-08-14,shaman,True,False,1781
11,2018-08-14,shaman,True,False,1793
12,2018-08-14,hunter,True,False,1308
12,2018-08-14,hunter,True,False,1308
12,2018-08-14,hunter,True,False,946
12,2018-08-14,hunter,True,False,1088
12,2018-08-14,hunter,True,False,1088
12,2018-08-14,hunter,True,False,2452
12,2018-08-14,hunter,True,False,2452
12,2018-08-14,hunter,True,False,468
12,2018-08-14,hunter,True,False,468
12,2018-08-14,hunter,True,False,1318
12,2018-08-14,hunter,True,False,185
12,2018-08-14,hunter,True,False,1692
12,2018-08-14,hunter,True,False,1692
12,2018-08-14,hunter,True,False,375
12,2018-08-14,hunter,True,False,375
12,2018-08-14,hunter,True,False,1427
12,2018-08-14,hunter,True,False,1427
12,2018-08-14,hunter,True,False,1039
12,2018-08-14,hunter,True,False,1039
12,2018-08-14,hunter,True,False,784
12,2018-08-14,hunter,True,False,784
12,2018-08-14,hunter,True,False,2186
12,2018-08-14,hunter,True,False,2186
12,2018-08-14,hunter,True,False,871
12,2018-08-14,hunter,True,False,871
12,2018-08-14,hunter,True,False,1624
12,2018-08-14,hunter,True,False,1624
12,2018-08-14,hunter,True,False,1715
12,2018-08-14,hunter,True,False,1715
13,2018-08-14,paladin,True,False,959
13,2018-08-14,paladin,True,False,1498
13,2018-08-14,paladin,True,False,2069
13,2018-08-14,paladin,True,False,2069
13,2018-08-14,paladin,True,False,1675
13,2018-08-14,paladin,True,False,1675
13,2018-08-14,paladin,True,False,2431
13,2018-08-14,paladin,True,False,2431
13,2018-08-14,paladin,True,False,860
13,2018-08-14,paladin,True,False,860
13,2018-08-14,paladin,True,False,1611
13,2018-08-14,paladin,True,False,1611
13,2018-08-14,paladin,True,False,1437
13,2018-08-14,paladin,True,False,1437
13,2018-08-14,paladin,True,False,2603
13,2018-08-14,paladin,True,False,2603
13,2018-08-14,paladin,True,False,288
13,2018-08-14,paladin,True,False,288
13,2018-08-14,paladin,True,False,549
13,2018-08-14,paladin,True,False,549
13,2018-08-14,paladin,True,False,2543
13,2018-08-14,paladin,True,False,1977
13,2018-08-14,paladin,True,False,1977
13,2018-08-14,paladin,True,False,1724
13,2018-08-14,paladin,True,False,1724
13,2018-08-14,paladin,True,False,1644
13,2018-08-14,paladin,True,False,1644
13,2018-08-14,paladin,True,False,1409
13,2018-08-14,paladin,True,False,1409
14,2018-08-14,priest,True,False,1769
14,2018-08-14,priest,True,False,66
14,2018-08-14,priest,True,False,2455
14,2018-08-14,priest,True,False,2455
14,2018-08-14,priest,True,False,2121
14,2018-08-14,priest,True,False,2223
14,2018-08-14,priest,True,False,2307
14,2018-08-14,priest,True,False,2307
14,2018-08-14,priest,True,False,2315
14,2018-08-14,priest,True,False,2315
14,2018-08-14,priest,True,False,1970
14,2018-08-14,priest,True,False,1886
14,2018-08-14,priest,True,False,1886
14,2018-08-14,priest,True,False,1856
14,2018-08-14,priest,True,False,1856
14,2018-08-14,priest,True,False,2139
14,2018-08-14,priest,True,False,2139
14,2018-08-14,priest,True,False,2157
14,2018-08-14,priest,True,False,2157
14,2018-08-14,priest,True,False,1386
14,2018-08-14,priest,True,False,1386
14,2018-08-14,priest,True,False,1760
14,2018-08-14,priest,True,False,1760
14,2018-08-14,priest,True,False,2540
14,2018-08-14,priest,True,False,2421
14,2018-08-14,priest,True,False,2421
14,2018-08-14,priest,True,False,1482
14,2018-08-14,priest,True,False,1482
14,2018-08-14,priest,True,False,1539
15,2018-08-14,paladin,True,False,2069
15,2018-08-14,paladin,True,False,2069
15,2018-08-14,paladin,True,False,575
15,2018-08-14,paladin,True,False,2431
15,2018-08-14,paladin,True,False,2431
15,2018-08-14,paladin,True,False,1304
15,2018-08-14,paladin,True,False,1304
15,2018-08-14,paladin,True,False,2564
15,2018-08-14,paladin,True,False,2564
15,2018-08-14,paladin,True,False,1870
15,2018-08-14,paladin,True,False,1870
15,2018-08-14,paladin,True,False,2603
15,2018-08-14,paladin,True,False,2603
15,2018-08-14,paladin,True,False,549
15,2018-08-14,paladin,True,False,549
15,2018-08-14,paladin,True,False,37
15,2018-08-14,paladin,True,False,1663
15,2018-08-14,paladin,True,False,1663
15,2018-08-14,paladin,True,False,320
15,2018-08-14,paladin,True,False,320
15,2018-08-14,paladin,True,False,1743
15,2018-08-14,paladin,True,False,1743
15,2018-08-14,paladin,True,False,1679
15,2018-08-14,paladin,True,False,1289
15,2018-08-14,paladin,True,False,1289
15,2018-08-14,paladin,True,False,1715
15,2018-08-14,paladin,True,False,1715
15,2018-08-14,paladin,True,False,1168
15,2018-08-14,paladin,True,False,1295
16,2018-08-14,warrior,True,False,1197
16,2018-08-14,warrior,True,False,557
16,2018-08-14,warrior,True,False,539
16,2018-08-14,warrior,True,False,64
16,2018-08-14,warrior,True,False,2117
16,2018-08-14,warrior,True,False,2117
16,2018-08-14,warrior,True,False,37
16,2018-08-14,warrior,True,False,1775
16,2018-08-14,warrior,True,False,1775
16,2018-08-14,warrior,True,False,1242
16,2018-08-14,warrior,True,False,692
16,2018-08-14,warrior,True,False,2569
16,2018-08-14,warrior,True,False,2450
16,2018-08-14,warrior,True,False,524
16,2018-08-14,warrior,True,False,182
16,2018-08-14,warrior,True,False,724
16,2018-08-14,warrior,True,False,2545
16,2018-08-14,warrior,True,False,1912
16,2018-08-14,warrior,True,False,2506
16,2018-08-14,warrior,True,False,2506
16,2018-08-14,warrior,True,False,2467
16,2018-08-14,warrior,True,False,2467
16,2018-08-14,warrior,True,False,1168
16,2018-08-14,warrior,True,False,1018
16,2018-08-14,warrior,True,False,1018
16,2018-08-14,warrior,True,False,2122
16,2018-08-14,warrior,True,False,2122
16,2018-08-14,warrior,True,False,514
16,2018-08-14,warrior,True,False,1363
17,2018-08-14,paladin,True,False,959
17,2018-08-14,paladin,True,False,1918
17,2018-08-14,paladin,True,False,1828
17,2018-08-14,paladin,True,False,1887
17,2018-08-14,paladin,True,False,2341
17,2018-08-14,paladin,True,False,2341
17,2018-08-14,paladin,True,False,735
17,2018-08-14,paladin,True,False,1520
17,2018-08-14,paladin,True,False,933
17,2018-08-14,paladin,True,False,933
17,2018-08-14,paladin,True,False,231
17,2018-08-14,paladin,True,False,1318
17,2018-08-14,paladin,True,False,549
17,2018-08-14,paladin,True,False,1234
17,2018-08-14,paladin,True,False,1234
17,2018-08-14,paladin,True,False,692
17,2018-08-14,paladin,True,False,697
17,2018-08-14,paladin,True,False,697
17,2018-08-14,paladin,True,False,1838
17,2018-08-14,paladin,True,False,375
17,2018-08-14,paladin,True,False,377
17,2018-08-14,paladin,True,False,1945
17,2018-08-14,paladin,True,False,1945
17,2018-08-14,paladin,True,False,2017
17,2018-08-14,paladin,True,False,1743
17,2018-08-14,paladin,True,False,1679
17,2018-08-14,paladin,True,False,1679
17,2018-08-14,paladin,True,False,631
17,2018-08-14,paladin,True,False,631
18,2018-08-14,warrior,True,False,1048
18,2018-08-14,warrior,True,False,1048
18,2018-08-14,warrior,True,False,1197
18,2018-08-14,warrior,True,False,1197
18,2018-08-14,warrior,True,False,1133
18,2018-08-14,warrior,True,False,2398
18,2018-08-14,warrior,True,False,1304
18,2018-08-14,warrior,True,False,1304
18,2018-08-14,warrior,True,False,2117
18,2018-08-14,warrior,True,False,2117
18,2018-08-14,warrior,True,False,37
18,2018-08-14,warrior,True,False,1235
18,2018-08-14,warrior,True,False,1235
18,2018-08-14,warrior,True,False,612
18,2018-08-14,warrior,True,False,612
18,2018-08-14,warrior,True,False,1029
18,2018-08-14,warrior,True,False,320
18,2018-08-14,warrior,True,False,320
18,2018-08-14,warrior,True,False,1912
18,2018-08-14,warrior,True,False,1912
18,2018-08-14,warrior,True,False,2467
18,2018-08-14,warrior,True,False,2467
18,2018-08-14,warrior,True,False,1168
18,2018-08-14,warrior,True,False,1018
18,2018-08-14,warrior,True,False,1018
18,2018-08-14,warrior,True,False,2122
18,2018-08-14,warrior,True,False,2122
18,2018-08-14,warrior,True,False,1295
18,2018-08-14,warrior,True,False,1295
19,2018-08-14,rogue,True,False,2071
19,2018-08-14,rogue,True,False,2071
19,2018-08-14,rogue,True,False,1892
19,2018-08-14,rogue,True,False,1892
19,2018-08-14,rogue,True,False,2169
19,2018-08-14,rogue,True,False,2169
19,2018-08-14,rogue,True,False,766
19,2018-08-14,rogue,True,False,766
19,2018-08-14,rogue,True,False,1395
19,2018-08-14,rogue,True,False,1395
19,2018-08-14,rogue,True,False,689
19,2018-08-14,rogue,True,False,1663
19,2018-08-14,rogue,True,False,1663
19,2018-08-14,rogue,True,False,1480
19,2018-08-14,rogue,True,False,1480
19,2018-08-14,rogue,True,False,320
19,2018-08-14,rogue,True,False,320
19,2018-08-14,rogue,True,False,727
19,2018-08-14,rogue,True,False,1730
19,2018-08-14,rogue,True,False,1730
19,2018-08-14,rogue,True,False,375
19,2018-08-14,rogue,True,False,375
19,2018-08-14,rogue,True,False,2599
19,2018-08-14,rogue,True,False,2599
19,2018-08-14,rogue,True,False,1902
19,2018-08-14,rogue,True,False,2535
19,2018-08-14,rogue,True,False,2535
19,2018-08-14,rogue,True,False,2510
19,2018-08-14,rogue,True,False,2510
20,2018-08-14,druid,True,False,959
20,2018-08-14,druid,True,False,1048
20,2018-08-14,druid,True,False,1197
20,2018-08-14,druid,True,False,575
20,2018-08-14,druid,True,False,1675
20,2018-08-14,druid,True,False,1675
20,2018-08-14,druid,True,False,1678
20,2018-08-14,druid,True,False,1678
20,2018-08-14,druid,True,False,1520
20,2018-08-14,druid,True,False,1215
20,2018-08-14,druid,True,False,1060
20,2018-08-14,druid,True,False,1060
20,2018-08-14,druid,True,False,1822
20,2018-08-14,druid,True,False,1822
20,2018-08-14,druid,True,False,933
20,2018-08-14,druid,True,False,933
20,2018-08-14,druid,True,False,963
20,2018-08-14,druid,True,False,963
20,2018-08-14,druid,True,False,398
20,2018-08-14,druid,True,False,1318
20,2018-08-14,druid,True,False,549
20,2018-08-14,druid,True,False,549
20,2018-08-14,druid,True,False,1671
20,2018-08-14,druid,True,False,1671
20,2018-08-14,druid,True,False,791
20,2018-08-14,druid,True,False,320
20,2018-08-14,druid,True,False,320
20,2018-08-14,druid,True,False,1295
20,2018-08-14,druid,True,False,1295
21,2018-08-14,mage,True,False,957
21,2018-08-14,mage,True,False,957
21,2018-08-14,mage,True,False,2419
21,2018-08-14,mage,True,False,2215
21,2018-08-14,mage,True,False,2215
21,2018-08-14,mage,True,False,160
21,2018-08-14,mage,True,False,1714
21,2018-08-14,mage,True,False,1714
21,2018-08-14,mage,True,False,1185
21,2018-08-14,mage,True,False,1185
21,2018-08-14,mage,True,False,2331
21,2018-08-14,mage,True,False,2331
21,2018-08-14,mage,True,False,2260
21,2018-08-14,mage,True,False,2260
21,2018-08-14,mage,True,False,2369
21,2018-08-14,mage,True,False,2369
21,2018-08-14,mage,True,False,992
21,2018-08-14,mage,True,False,992
21,2018-08-14,mage,True,False,1984
21,2018-08-14,mage,True,False,1984
21,2018-08-14,mage,True,False,2065
21,2018-08-14,mage,True,False,2041
21,2018-08-14,mage,True,False,1351
21,2018-08-14,mage,True,False,1351
21,2018-08-14,mage,True,False,1873
21,2018-08-14,mage,True,False,1809
21,2018-08-14,mage,True,False,859
21,2018-08-14,mage,True,False,2055
21,2018-08-14,mage,True,False,2055
22,2018-08-14,rogue,True,False,2071
22,2018-08-14,rogue,True,False,2071
22,2018-08-14,rogue,True,False,2232
22,2018-08-14,rogue,True,False,2232
22,2018-08-14,rogue,True,False,2288
22,2018-08-14,rogue,True,False,2288
22,2018-08-14,rogue,True,False,1892
22,2018-08-14,rogue,True,False,1892
22,2018-08-14,rogue,True,False,2091
22,2018-08-14,rogue,True,False,2404
22,2018-08-14,rogue,True,False,2404
22,2018-08-14,rogue,True,False,766
22,2018-08-14,rogue,True,False,766
22,2018-08-14,rogue,True,False,2574
22,2018-08-14,rogue,True,False,2574
22,2018-08-14,rogue,True,False,2272
22,2018-08-14,rogue,True,False,1030
22,2018-08-14,rogue,True,False,1951
22,2018-08-14,rogue,True,False,1951
22,2018-08-14,rogue,True,False,275
22,2018-08-14,rogue,True,False,2376
22,2018-08-14,rogue,True,False,2376
22,2018-08-14,rogue,True,False,2535
22,2018-08-14,rogue,True,False,2535
22,2018-08-14,rogue,True,False,2530
22,2018-08-14,rogue,True,False,2530
22,2018-08-14,rogue,True,False,2510
22,2018-08-14,rogue,True,False,2510
22,2018-08-14,rogue,True,False,265
23,2018-08-14,paladin,True,False,400
23,2018-08-14,paladin,True,False,1197
23,2018-08-14,paladin,True,False,2069
23,2018-08-14,paladin,True,False,2069
23,2018-08-14,paladin,True,False,121
23,2018-08-14,paladin,True,False,454
23,2018-08-14,paladin,True,False,1025
23,2018-08-14,paladin,True,False,1025
23,2018-08-14,paladin,True,False,552
23,2018-08-14,paladin,True,False,150
23,2018-08-14,paladin,True,False,202
23,2018-08-14,paladin,True,False,202
23,2018-08-14,paladin,True,False,2588
23,2018-08-14,paladin,True,False,2588
23,2018-08-14,paladin,True,False,1967
23,2018-08-14,paladin,True,False,1967
23,2018-08-14,paladin,True,False,2230
23,2018-08-14,paladin,True,False,2230
23,2018-08-14,paladin,True,False,1021
23,2018-08-14,paladin,True,False,1021
23,2018-08-14,paladin,True,False,1724
23,2018-08-14,paladin,True,False,1724
23,2018-08-14,paladin,True,False,1366
23,2018-08-14,paladin,True,False,1366
23,2018-08-14,paladin,True,False,1607
23,2018-08-14,paladin,True,False,1607
23,2018-08-14,paladin,True,False,1434
23,2018-08-14,paladin,True,False,1434
23,2018-08-14,paladin,True,False,131
24,2018-08-14,mage,True,False,957
24,2018-08-14,mage,True,False,957
24,2018-08-14,mage,True,False,134
24,2018-08-14,mage,True,False,3
24,2018-08-14,mage,True,False,72
24,2018-08-14,mage,True,False,55
24,2018-08-14,mage,True,False,1522
24,2018-08-14,mage,True,False,1570
24,2018-08-14,mage,True,False,1570
24,2018-08-14,mage,True,False,42
24,2018-08-14,mage,True,False,149
24,2018-08-14,mage,True,False,2546
24,2018-08-14,mage,True,False,1541
24,2018-08-14,mage,True,False,1541
24,2018-08-14,mage,True,False,41
24,2018-08-14,mage,True,False,612
24,2018-08-14,mage,True,False,1246
24,2018-08-14,mage,True,False,1352
24,2018-08-14,mage,True,False,293
24,2018-08-14,mage,True,False,1291
24,2018-08-14,mage,True,False,181
24,2018-08-14,mage,True,False,20
24,2018-08-14,mage,True,False,376
24,2018-08-14,mage,True,False,1855
