Stfartro_Id;Ημερομηνία;Παραστατικό;Αριθμός;Κωδικός Είδους;Περιγραφή είδους
11.000.019,00;7/2/2013;71Π_A;126,00;003.01.03.011;ΚΟΣΑΙΤ 2000 35WG 200 ΓΡ.
11.000.019,00;7/2/2013;71Π_A;126,00;002.01.06.001;ΣΤΟΡΜ (ΚΗΡΩΔΗ ΤΕΜ. 4 ΓΡ.) 112 ΓΡ.
10.000.009,00;8/2/2013;71Π;364,00;054.01.06.003;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 250 ΓΡ.
10.000.011,00;8/2/2013;71Π;365,00;003.01.03.029;ΚΟΣΑΙΤ 2000 35WG 750 ΓΡ.
10.000.011,00;8/2/2013;71Π;365,00;003.01.03.013;ΚΟΣΑΙΤ 2000 35WG 1,5 ΚΙΛΩΝ
11.000.020,00;8/2/2013;71Π_A;127,00;054.01.06.004;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 500 ΓΡ.
10.000.012,00;11/2/2013;71Π;366,00;008.04.52.006;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 25 ΚΙΛΩΝ
11.000.022,00;12/2/2013;62Π_A;2.930,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.024,00;12/2/2013;62Π_A;2.931,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.025,00;12/2/2013;62Π_A;2.932,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
11.000.026,00;12/2/2013;71Π_A;128,00;054.01.06.004;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 500 ΓΡ.
11.000.026,00;12/2/2013;71Π_A;128,00;002.01.06.001;ΣΤΟΡΜ (ΚΗΡΩΔΗ ΤΕΜ. 4 ΓΡ.) 112 ΓΡ.
10.000.014,00;14/2/2013;71Π;367,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
11.000.029,00;15/2/2013;62Π_A;2.933,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.027,00;15/2/2013;71Π_A;129,00;017.01.02.002;ΝΤΕΣΙΣ 2,5EC 100 Κ.ΕΚ.
11.000.030,00;15/2/2013;71Π_A;130,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
11.000.032,00;16/2/2013;62Π_A;2.934,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.033,00;16/2/2013;62Π_A;2.935,00;099.02.28.009;ΚΑΡΠΟΥΖΙ ΓΚΑΛΑΞΙ PS 1 ΛΙΒΡΑΣ
11.000.034,00;16/2/2013;62Π_A;2.936,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.037,00;20/2/2013;62Π_A;2.937,00;008.04.52.006;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 25 ΚΙΛΩΝ
11.000.038,00;20/2/2013;62Π_A;2.938,00;099.02.28.009;ΚΑΡΠΟΥΖΙ ΓΚΑΛΑΞΙ PS 1 ΛΙΒΡΑΣ
10.000.016,00;21/2/2013;41Π;5,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.017,00;21/2/2013;41Π;6,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.019,00;25/2/2013;71Π;368,00;008.04.52.006;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 25 ΚΙΛΩΝ
10.000.020,00;26/2/2013;62Π;361,00;066.01.01.003;ΚΛΙΝΙΚ 36SL 10 ΛΙΤΡΩΝ
10.000.021,00;26/2/2013;62Π;362,00;099.02.33.012;ΠΑΤΑΤ/ΡΟΣ ΟΥΛΤΡΑ 35/60 25 ΚΙΛΩΝ
11.000.039,00;26/2/2013;71Π_A;131,00;005.01.07.001;ΑΤΟΝΙΚ AS 50 Κ.ΕΚ.
11.000.039,00;26/2/2013;71Π_A;131,00;001.05.57.001;ΣΕΚΕΣΤΡΕΝ ΣΙΔΗΡΟΥ 50 ΓΡ.
11.000.039,00;26/2/2013;71Π_A;131,00;054.01.06.004;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 500 ΓΡ.
11.000.039,00;26/2/2013;71Π_A;131,00;002.01.06.001;ΣΤΟΡΜ (ΚΗΡΩΔΗ ΤΕΜ. 4 ΓΡ.) 112 ΓΡ.
10.000.023,00;27/2/2013;62Π;363,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
10.000.024,00;27/2/2013;62Π;364,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
10.000.022,00;27/2/2013;71Π;369,00;009.03.53.011;ΛΙΠ.(11-15-15) SOP 40 ΚΙΛΩΝ
10.000.027,00;27/2/2013;71Π;370,00;099.09.56.009;ΤΥΡΦΗ ΣΟΥΠΕΡ ΜΑΞ 10 ΛΙΤΡΩΝ
11.000.042,00;1/3/2013;62Π_A;2.939,00;002.01.02.025;ΣΥΡΕΝ 5G 1 ΚΙΛΟΥ
10.000.029,00;1/3/2013;71Π;371,00;014.01.09.003;ΣΟΝΤΑΜ ΜΠΛΟΥ 32SL 10 ΛΙΤΡΩΝ
11.000.043,00;1/3/2013;71Π_A;132,00;019.02.31.001;ΓΚΑΖΟΝ ΜΙΓΜΑ ΓΟΥΕΜΠΛΕΙ 10 ΚΙΛΩΝ
11.000.043,00;1/3/2013;71Π_A;132,00;054.01.06.004;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 500 ΓΡ.
11.000.045,00;2/3/2013;62Π_A;2.940,00;009.03.53.003;ΛΙΠ.(34,5-0-0) 50 ΚΙΛΩΝ
11.000.045,00;2/3/2013;62Π_A;2.940,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
10.000.031,00;4/3/2013;62Π;365,00;012.01.03.006;ΖΙΡΑΦΙΝ 76 WG 1 ΚΙΛΟΥ
10.000.033,00;4/3/2013;62Π;366,00;012.01.03.006;ΖΙΡΑΦΙΝ 76 WG 1 ΚΙΛΟΥ
10.000.033,00;4/3/2013;62Π;366,00;003.01.03.013;ΚΟΣΑΙΤ 2000 35WG 1,5 ΚΙΛΩΝ
11.000.048,00;4/3/2013;62Π_A;2.941,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
10.000.032,00;4/3/2013;71Π;372,00;002.01.06.001;ΣΤΟΡΜ (ΚΗΡΩΔΗ ΤΕΜ. 4 ΓΡ.) 112 ΓΡ.
11.000.049,00;5/3/2013;62Π_A;2.942,00;005.01.02.013;ΚΟΡΑΤΖΕΝ 20SL 200 Κ.ΕΚ.
11.000.050,00;5/3/2013;62Π_A;2.943,00;003.01.01.053;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 1 ΛΙΤΡΟΥ
11.000.050,00;5/3/2013;62Π_A;2.943,00;054.01.06.005;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 1 ΚΙΛΟΥ
11.000.050,00;5/3/2013;62Π_A;2.943,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
11.000.050,00;5/3/2013;62Π_A;2.943,00;017.01.02.002;ΝΤΕΣΙΣ 2,5EC 100 Κ.ΕΚ.
11.000.050,00;5/3/2013;62Π_A;2.943,00;003.01.03.011;ΚΟΣΑΙΤ 2000 35WG 200 ΓΡ.
11.000.050,00;5/3/2013;62Π_A;2.943,00;054.01.06.004;ΑΡΟΥΤΟΞ ΜΠΑΙΤ 500 ΓΡ.
11.000.050,00;5/3/2013;62Π_A;2.943,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
11.000.053,00;6/3/2013;62Π_A;2.944,00;008.04.51.029;ΕΝΤΕΚ (15-15-15+5S) 40 ΚΙΛΩΝ
11.000.053,00;6/3/2013;62Π_A;2.944,00;058.03.53.001;ΛΙΠ.(34,5-0-0) 40 ΚΙΛΩΝ
11.000.053,00;6/3/2013;62Π_A;2.944,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
11.000.055,00;7/3/2013;62Π_A;2.945,00;066.01.01.003;ΚΛΙΝΙΚ 36SL 10 ΛΙΤΡΩΝ
11.000.056,00;7/3/2013;62Π_A;2.946,00;009.03.53.003;ΛΙΠ.(34,5-0-0) 50 ΚΙΛΩΝ
11.000.057,00;7/3/2013;62Π_A;2.947,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.058,00;7/3/2013;62Π_A;2.948,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
10.000.054,00;8/3/2013;62Π;367,00;009.03.53.003;ΛΙΠ.(34,5-0-0) 50 ΚΙΛΩΝ
11.000.061,00;8/3/2013;62Π_A;2.949,00;008.04.51.029;ΕΝΤΕΚ (15-15-15+5S) 40 ΚΙΛΩΝ
11.000.061,00;8/3/2013;62Π_A;2.949,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
11.000.062,00;8/3/2013;62Π_A;2.950,00;020.02.33.010;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ  35/60 50 ΚΙΛΩΝ
11.000.063,00;8/3/2013;62Π_A;2.951,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
11.000.066,00;8/3/2013;62Π_A;2.952,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.067,00;8/3/2013;62Π_A;2.953,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.068,00;8/3/2013;62Π_A;2.954,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.069,00;8/3/2013;62Π_A;2.955,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
10.000.048,00;8/3/2013;71Π;373,00;003.01.03.014;ΝΕΟΤΟΨΙΝ 70WG 70 ΓΡ.
10.000.048,00;8/3/2013;71Π;373,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
10.000.048,00;8/3/2013;71Π;373,00;007.01.03.011;ΜΠΟΡΝΤ 20WP 200 ΓΡΑΜ.
11.000.064,00;8/3/2013;71Π_A;133,00;002.01.02.015;ΤΕΝΟΠΑ 3/3SC 50 Κ.ΕΚ.
11.000.065,00;8/3/2013;71Π_A;134,00;003.01.01.053;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 1 ΛΙΤΡΟΥ
10.000.066,00;8/3/2013;Χ62Π;3,00;099.02.33.018;ΠΑΤΑΤ/ΡΟΣ ΤΖΕΛΛΥ 50 ΚΙΛΩΝ
10.000.055,00;9/3/2013;62Π;368,00;099.02.33.018;ΠΑΤΑΤ/ΡΟΣ ΤΖΕΛΛΥ 50 ΚΙΛΩΝ
10.000.064,00;9/3/2013;62Π;369,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
10.000.067,00;9/3/2013;62Π;370,00;020.02.33.001;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ 28/35 25 ΚΙΛΩΝ
11.000.071,00;9/3/2013;62Π_A;2.956,00;099.01.01.006;ΛΙΝΟΥΡΟΝ 50WP 500 ΓΡ.
11.000.072,00;9/3/2013;62Π_A;2.957,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.073,00;9/3/2013;62Π_A;2.958,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
11.000.074,00;9/3/2013;62Π_A;2.959,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.075,00;9/3/2013;62Π_A;2.960,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.076,00;9/3/2013;62Π_A;2.961,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.077,00;9/3/2013;62Π_A;2.962,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.078,00;9/3/2013;62Π_A;2.963,00;003.01.03.011;ΚΟΣΑΙΤ 2000 35WG 200 ΓΡ.
11.000.078,00;9/3/2013;62Π_A;2.963,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
11.000.078,00;9/3/2013;62Π_A;2.963,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
11.000.079,00;9/3/2013;62Π_A;2.964,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.080,00;9/3/2013;62Π_A;2.965,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.081,00;9/3/2013;62Π_A;2.966,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.082,00;9/3/2013;62Π_A;2.967,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.083,00;9/3/2013;62Π_A;2.968,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.084,00;9/3/2013;62Π_A;2.969,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.085,00;9/3/2013;62Π_A;2.970,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
10.000.065,00;9/3/2013;Α62Π;16,00;099.02.33.018;ΠΑΤΑΤ/ΡΟΣ ΤΖΕΛΛΥ 50 ΚΙΛΩΝ
10.000.078,00;11/3/2013;62Π;371,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.079,00;11/3/2013;62Π;372,00;009.03.53.011;ΛΙΠ.(11-15-15) SOP 40 ΚΙΛΩΝ
10.000.079,00;11/3/2013;62Π;372,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
10.000.079,00;11/3/2013;62Π;372,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.081,00;11/3/2013;62Π;373,00;099.02.33.018;ΠΑΤΑΤ/ΡΟΣ ΤΖΕΛΛΥ 50 ΚΙΛΩΝ
10.000.082,00;11/3/2013;62Π;374,00;099.02.33.018;ΠΑΤΑΤ/ΡΟΣ ΤΖΕΛΛΥ 50 ΚΙΛΩΝ
11.000.086,00;11/3/2013;62Π_A;2.971,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.087,00;11/3/2013;62Π_A;2.972,00;079.09.56.001;ΤΥΡΦΗ TS4 PLUS MEDIUM  200 ΛΙΤ.
11.000.089,00;11/3/2013;62Π_A;2.973,00;017.01.01.003;ΛΙΜΣΙΠΙΕΙ 40SL 850 K. EK.
11.000.091,00;11/3/2013;62Π_A;2.974,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.092,00;11/3/2013;62Π_A;2.975,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.093,00;11/3/2013;62Π_A;2.976,00;003.01.01.053;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 1 ΛΙΤΡΟΥ
11.000.093,00;11/3/2013;62Π_A;2.976,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.094,00;11/3/2013;62Π_A;2.977,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.094,00;11/3/2013;62Π_A;2.977,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.094,00;11/3/2013;62Π_A;2.977,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.094,00;11/3/2013;62Π_A;2.977,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.095,00;11/3/2013;62Π_A;2.978,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.096,00;11/3/2013;62Π_A;2.979,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.097,00;11/3/2013;62Π_A;2.980,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.098,00;11/3/2013;62Π_A;2.981,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.099,00;11/3/2013;62Π_A;2.982,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.100,00;11/3/2013;62Π_A;2.983,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.101,00;11/3/2013;62Π_A;2.984,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
11.000.102,00;11/3/2013;62Π_A;2.985,00;003.01.03.012;ΚΟΣΑΙΤ 2000 35WG 550 ΓΡ.
11.000.102,00;11/3/2013;62Π_A;2.985,00;017.01.01.003;ΛΙΜΣΙΠΙΕΙ 40SL 850 K. EK.
11.000.102,00;11/3/2013;62Π_A;2.985,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
10.000.077,00;11/3/2013;71Π;374,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
10.000.077,00;11/3/2013;71Π;374,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
10.000.080,00;11/3/2013;71Π;375,00;099.02.33.003;ΠΑΤΑΤ/ΡΟΣ ΑΓΚΡΙΑ 28/35 25 ΚΙΛΩΝ
11.000.088,00;11/3/2013;71Π_A;135,00;006.01.03.001;ΠΡΟΜΕΣ SL 100 Κ.ΕΚ.
11.000.090,00;11/3/2013;71Π_A;136,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
10.000.086,00;12/3/2013;61Π;29,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.088,00;12/3/2013;61Π;30,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.084,00;12/3/2013;62Π;375,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
10.000.085,00;12/3/2013;62Π;376,00;012.01.03.006;ΖΙΡΑΦΙΝ 76 WG 1 ΚΙΛΟΥ
10.000.089,00;12/3/2013;62Π;377,00;099.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΕΒΕΡΕΣΤ 35/60 25 ΚΙΛΩΝ
10.000.090,00;12/3/2013;62Π;378,00;099.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΕΒΕΡΕΣΤ 35/60 25 ΚΙΛΩΝ
10.000.091,00;12/3/2013;62Π;379,00;099.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΕΒΕΡΕΣΤ 35/60 25 ΚΙΛΩΝ
10.000.092,00;12/3/2013;62Π;380,00;099.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΕΒΕΡΕΣΤ 35/60 25 ΚΙΛΩΝ
10.000.092,00;12/3/2013;62Π;380,00;020.02.33.002;ΠΑΤΑΤ/ΡΟΣ ΣΠΟΥΝΤΑ 35/55 25 ΚΙΛΩΝ
10.000.093,00;12/3/2013;62Π;381,00;020.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΣΙΛΒΑΝΑ Α 35/55 25 ΚΙΛΩΝ
10.000.093,00;12/3/2013;62Π;381,00;020.02.33.006;ΠΑΤΑΤ/ΡΟΣ ΚΑΡΛΙΤΑ 35/55 25 ΚΙΛΩΝ
10.000.094,00;12/3/2013;62Π;382,00;008.04.51.006;ΕΝΤΕΚ (15-15-15+5S) 50 ΚΙΛΩΝ
10.000.096,00;12/3/2013;62Π;383,00;013.03.53.003;ΛΙΠ.ΠΑΤΕΝΤΚΑΛΙ(0-0-30+10MgΟ)40ΚΙΛΩΝ
10.000.096,00;12/3/2013;62Π;383,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.103,00;12/3/2013;62Π_A;2.986,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.105,00;12/3/2013;62Π_A;2.987,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.106,00;12/3/2013;62Π_A;2.988,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.107,00;12/3/2013;62Π_A;2.989,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.110,00;12/3/2013;62Π_A;2.990,00;006.01.01.017;ΓΛΑΙΦΟΚΙΛ 36SL  5  ΛΙΤΡΩΝ
11.000.111,00;12/3/2013;62Π_A;2.991,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.111,00;12/3/2013;62Π_A;2.991,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.112,00;12/3/2013;62Π_A;2.992,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.113,00;12/3/2013;62Π_A;2.993,00;002.01.01.046;ΝΤΟΡΙΑΝ 50 SC 5 ΛΙΤΡΩΝ
11.000.114,00;12/3/2013;62Π_A;2.994,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.115,00;12/3/2013;62Π_A;2.995,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
10.000.095,00;12/3/2013;71Π;376,00;020.02.33.016;ΠΑΤΑΤ/ΡΟΣ ΣΙΛΒΑΝΑ Α 35/55 25 ΚΙΛΩΝ
10.000.097,00;12/3/2013;71Π;377,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
11.000.108,00;12/3/2013;71Π_A;137,00;008.04.52.012;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 25 ΚΙΛΩΝ
11.000.109,00;12/3/2013;71Π_A;138,00;003.01.01.053;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 1 ΛΙΤΡΟΥ
11.000.118,00;13/3/2013;62Π_A;2.996,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
